city,admin_name,country
Ivaiporã,Paraná,Brazil
San Sebastián,Retalhuleu,Guatemala
Owen Sound,Ontario,Canada
Al ‘Aydābī,Jāzān,Saudi Arabia
Velikiy Ustyug,Vologodskaya Oblast’,Russia
Needham,Massachusetts,United States
Shikārpur,Karnātaka,India
Ganderkesee,Lower Saxony,Germany
Weil am Rhein,Baden-Württemberg,Germany
Clearfield,Utah,United States
Al ’Attawia,Marrakech-Safi,Morocco
Gubbio,Umbria,Italy
Kavār,Fārs,Iran
Mława,Mazowieckie,Poland
San Giuliano Terme,Tuscany,Italy
Chum Phae,Khon Kaen,Thailand
Rahīmpur,Bihār,India
Bocana de Paiwas,Costa Caribe Sur,Nicaragua
Valkenswaard,Noord-Brabant,Netherlands
Springfield,Virginia,United States
General José de San Martín,Chaco,Argentina
Rāhatgarh,Madhya Pradesh,India
Willingboro,New Jersey,United States
Monção,Maranhão,Brazil
Yıldızeli,Sivas,Turkey
Jalpatagua,Jutiapa,Guatemala
Uithoorn,Noord-Holland,Netherlands
Kasimov,Ryazanskaya Oblast’,Russia
Jamālpur,Bihār,India
Fengrenxu,Guangdong,China
Sri Mādhopur,Rājasthān,India
Fair Oaks,California,United States
Kuroishi,Aomori,Japan
Paracuru,Ceará,Brazil
Sitionuevo,Magdalena,Colombia
Holladay,Utah,United States
Haan,North Rhine-Westphalia,Germany
Aguada de Pasajeros,Cienfuegos,Cuba
Kotovsk,Tambovskaya Oblast’,Russia
Jesús María,Córdoba,Argentina
Dongmaying,Hebei,China
Mirnyy,Arkhangel’skaya Oblast’,Russia
Siquirres,Limón,Costa Rica
El Palmar,Quetzaltenango,Guatemala
Balyqshy,,Kazakhstan
Maebara,Chiba,Japan
Sarno,Campania,Italy
Syracuse,Utah,United States
Dania Beach,Florida,United States
Jerez,Jutiapa,Guatemala
Gadarpur,Uttarākhand,India
Florence,Kentucky,United States
Žepče,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina
Navalcarnero,Madrid,Spain
Pontefract,Wakefield,United Kingdom
Irituia,Pará,Brazil
Weyhe,Lower Saxony,Germany
Magsingal,Ilocos Sur,Philippines
Lemery,Iloilo,Philippines
Nueva Imperial,Araucanía,Chile
Tekkali,Andhra Pradesh,India
President Roxas,Capiz,Philippines
Chmistâr,Baalbek-Hermel,Lebanon
Tecozautla,Hidalgo,Mexico
Exu,Pernambuco,Brazil
Ennery,Artibonite,Haiti
North Huntingdon,Pennsylvania,United States
Castelvetrano,Sicilia,Italy
Cueto,Holguín,Cuba
Tanmen,Hainan,China
Morro Agudo,São Paulo,Brazil
Deori Khās,Madhya Pradesh,India
Mussoorie,Uttarākhand,India
Chorbog,Nohiyahoi Tobei Jumhurí,Tajikistan
Ayabe,Kyōto,Japan
Ouro Fino,Minas Gerais,Brazil
Titlāgarh,Odisha,India
Mahemdāvād,Gujarāt,India
Kreuztal,North Rhine-Westphalia,Germany
Frederico Westphalen,Rio Grande do Sul,Brazil
Inkhil,Dar‘ā,Syria
Bābura,Bihār,India
Waterloo,Wallonia,Belgium
San Andrés Xecul,Totonicapán,Guatemala
Mae Sot,Tak,Thailand
Carballo,Galicia,Spain
Yawatahama-shi,Ehime,Japan
Mundelein,Illinois,United States
Tredyffrin,Pennsylvania,United States
Nardò,Puglia,Italy
Kosonsoy,Namangan,Uzbekistan
Naugatuck,Connecticut,United States
Pasadena,Maryland,United States
Whitstable,Kent,United Kingdom
South Kingstown,Rhode Island,United States
Ózd,Borsod-Abaúj-Zemplén,Hungary
Cicero,New York,United States
Husainābād,Jhārkhand,India
Santa Cruz,Aragua,Venezuela
Los Altos,California,United States
Zima,Irkutskaya Oblast’,Russia
Dimataling,Zamboanga del Sur,Philippines
Sosnogorsk,Komi,Russia
Wanghong Yidui,Ningxia,China
Huangxicun,Guangdong,China
Qo‘rg‘ontepa,Andijon,Uzbekistan
Changuinola,Bocas del Toro,Panama
Dasol,Pangasinan,Philippines
Ibaraki,Ibaraki,Japan
Łowicz,Łódzkie,Poland
Puerto Wilches,Santander,Colombia
Verbania,Piedmont,Italy
Okagaki,Fukuoka,Japan
Carlsbad,New Mexico,United States
Masqaţ,Masqaţ,Oman
Chinnālapatti,Tamil Nādu,India
Bünyan,Kayseri,Turkey
Aiken,South Carolina,United States
Marks,Saratovskaya Oblast’,Russia
Rheinberg,North Rhine-Westphalia,Germany
Kostopil,Rivnenska Oblast,Ukraine
Duluth,Georgia,United States
Laramie,Wyoming,United States
Bagac,Bataan,Philippines
Westville,KwaZulu-Natal,South Africa
Jam,Būshehr,Iran
Santa Fé do Sul,São Paulo,Brazil
Tongeren,Flanders,Belgium
Neira,Caldas,Colombia
Halden,Viken,Norway
Cibolo,Texas,United States
Savé,Collines,Benin
Qārā,Al Jawf,Saudi Arabia
Hitoyoshi,Kumamoto,Japan
Riga,Bihār,India
Mograne,Rabat-Salé-Kénitra,Morocco
Netivot,Southern,Israel
Tiquipaya,Cochabamba,Bolivia
Stratford,Ontario,Canada
Yingyangcun,Guangxi,China
Kaminokawa,Tochigi,Japan
Monjas,Jalapa,Guatemala
Çay,Afyonkarahisar,Turkey
Araçoiaba da Serra,São Paulo,Brazil
Barrinha,São Paulo,Brazil
Periyanāyakkanpālaiyam,Tamil Nādu,India
Trebinje,"Srpska, Republika",Bosnia and Herzegovina
Făgăraş,Braşov,Romania
Posse,Goiás,Brazil
Pulupandan,Negros Occidental,Philippines
La Verne,California,United States
Chantal,Sud,Haiti
Wenxian Chengguanzhen,Gansu,China
Mārgrām,West Bengal,India
Devanhalli,Karnātaka,India
Lloydminster,Saskatchewan,Canada
Laguna Hills,California,United States
Río Bravo,Suchitepéquez,Guatemala
Guamo,Tolima,Colombia
Shepparton,Victoria,Australia
Bolobo,Mai-Ndombe,Congo (Kinshasa)
Atwater,California,United States
Buey Arriba,Granma,Cuba
Newark,Delaware,United States
Al Ḩusaynīyah,Ash Sharqīyah,Egypt
Radcliffe,Bury,United Kingdom
Mamaroneck,New York,United States
Pointe-Claire,Quebec,Canada
Podili,Andhra Pradesh,India
Kudymkar,Permskiy Kray,Russia
Yahşihan,Kırıkkale,Turkey
Burgdorf,Lower Saxony,Germany
Vinkovci,Vukovarsko-Srijemska Županija,Croatia
Eyvān,Īlām,Iran
Shrīgonda,Mahārāshtra,India
Buenavista,Quezon,Philippines
Ngudu,Mwanza,Tanzania
Cândido Mota,São Paulo,Brazil
Cuauhtémoc,Colima,Mexico
Araguatins,Tocantins,Brazil
Ostuni,Puglia,Italy
Caracal,Olt,Romania
Kandalaksha,Murmanskaya Oblast’,Russia
Manduria,Puglia,Italy
Yaita,Tochigi,Japan
Parambu,Ceará,Brazil
Duanshan,Guizhou,China
Vienne,Auvergne-Rhône-Alpes,France
Iporá,Goiás,Brazil
Siraway,Zamboanga del Norte,Philippines
Yby Yaú,Concepción,Paraguay
Mānsa,Gujarāt,India
Bittou,Centre-Est,Burkina Faso
Palaiya Āyakkudi,Tamil Nādu,India
Rosignano Marittimo,Tuscany,Italy
Guanhães,Minas Gerais,Brazil
Karera,Madhya Pradesh,India
Maryville,Tennessee,United States
Culleredo,Galicia,Spain
Gata,Lanao del Sur,Philippines
Pindaré-Mirim,Maranhão,Brazil
Taozhuangcun,Zhejiang,China
Vitória do Mearim,Maranhão,Brazil
Perico,Matanzas,Cuba
Norwood,Massachusetts,United States
Coria del Río,Andalusia,Spain
San Antonio Ilotenango,Quiché,Guatemala
Maināguri,West Bengal,India
Burgess Hill,West Sussex,United Kingdom
Bielsk Podlaski,Podlaskie,Poland
Shawnee,Oklahoma,United States
Cambita Garabitos,Valdesia,Dominican Republic
Brasília de Minas,Minas Gerais,Brazil
Paracelis,Mountain,Philippines
Khānah Sūr,Nīnawá,Iraq
San Juan Ixcoy,Huehuetenango,Guatemala
Lobos,Buenos Aires,Argentina
Yingshouyingzi,Hebei,China
Lake Magdalene,Florida,United States
Ambatomiady,Antananarivo,Madagascar
Marigliano,Campania,Italy
Maubeuge,Hauts-de-France,France
Alamogordo,New Mexico,United States
Malakanagiri,Odisha,India
Sakaraha,Toliara,Madagascar
Danghara,Khatlon,Tajikistan
Eshtehārd,Alborz,Iran
Lagos,Faro,Portugal
Saratoga,California,United States
San Narciso,Zambales,Philippines
Lushnjë,Fier,Albania
Bogoroditsk,Tul’skaya Oblast’,Russia
Varto,Muş,Turkey
Flores da Cunha,Rio Grande do Sul,Brazil
Werl,North Rhine-Westphalia,Germany
Orillia,Ontario,Canada
Minaçu,Goiás,Brazil
Łuków,Lubelskie,Poland
Chitral,Khyber Pakhtunkhwa,Pakistan
Sibanicú,Camagüey,Cuba
Sabana Grande de Boyá,Higuamo,Dominican Republic
Tewksbury,Massachusetts,United States
Tokmak,Zaporizka Oblast,Ukraine
North Royalton,Ohio,United States
Puthupalli,Kerala,India
Sovetskiy,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Russia
Kalgoorlie,Western Australia,Australia
Ski,Viken,Norway
Espinosa,Minas Gerais,Brazil
Touros,Rio Grande do Norte,Brazil
Hadagalli,Karnātaka,India
Nantan,Kyōto,Japan
Lakeside,Florida,United States
Benguema,Western Area,Sierra Leone
Lavras da Mangabeira,Ceará,Brazil
Kūttānallūr,Tamil Nādu,India
Tairan Camp,Basilan,Philippines
Sakhipur,Dhaka,Bangladesh
Portão,Rio Grande do Sul,Brazil
Bembèrèkè,Borgou,Benin
Vohitrandriana,Fianarantsoa,Madagascar
Neuruppin,Brandenburg,Germany
Livingston,New Jersey,United States
Egra,West Bengal,India
Itabela,Bahia,Brazil
Illescas,Castille-La Mancha,Spain
Muritiba,Bahia,Brazil
Oak Ridge,Tennessee,United States
Tāramangalam,Tamil Nādu,India
Best,Noord-Brabant,Netherlands
Mānāvadar,Gujarāt,India
Tijucas,Santa Catarina,Brazil
Schönebeck,Saxony-Anhalt,Germany
Guanta,Anzoátegui,Venezuela
Nicholasville,Kentucky,United States
Marar,Bihār,India
Əmircan,Bakı,Azerbaijan
Leusden,Utrecht,Netherlands
Chagne,Āmara,Ethiopia
New Bern,North Carolina,United States
San Miguel,Iloilo,Philippines
LaGrange,Georgia,United States
Itapemirim,Espírito Santo,Brazil
Bochnia,Małopolskie,Poland
Andranovory,Toliara,Madagascar
Canguaretama,Rio Grande do Norte,Brazil
Matões,Maranhão,Brazil
Ambanja,Antsiranana,Madagascar
Omaezaki,Shizuoka,Japan
Chengam,Tamil Nādu,India
Săcele,Braşov,Romania
Parsuram,Chattogram,Bangladesh
Kamisato,Saitama,Japan
Arcos de la Frontera,Andalusia,Spain
Inami,Hyōgo,Japan
Dyurtyuli,Bashkortostan,Russia
Nova Russas,Ceará,Brazil
Xingang,Chiayi,Taiwan
Mocímboa da Praia,Cabo Delgado,Mozambique
Nazaré da Mata,Pernambuco,Brazil
Balatan,Camarines Sur,Philippines
Ballwin,Missouri,United States
Santa Vitória do Palmar,Rio Grande do Sul,Brazil
La Paz,Agusan del Sur,Philippines
Dolo Odo,Sumalē,Ethiopia
Cleburne,Texas,United States
Nartkala,Kabardino-Balkariya,Russia
Warrnambool,Victoria,Australia
João Alfredo,Pernambuco,Brazil
San Isidro,Leyte,Philippines
Niles,Illinois,United States
Bel Air North,Maryland,United States
Rostov,Yaroslavskaya Oblast’,Russia
Einbeck,Lower Saxony,Germany
Salou,Catalonia,Spain
Westfield,New Jersey,United States
Tanguá,Rio de Janeiro,Brazil
Taiobeiras,Minas Gerais,Brazil
Mossendjo,Niari,Congo (Brazzaville)
Orcutt,California,United States
Żywiec,Śląskie,Poland
Kanzakimachi-kanzaki,Saga,Japan
Cornelius,North Carolina,United States
Tunduru,Ruvuma,Tanzania
Ganassi,Lanao del Sur,Philippines
Fabriano,Marche,Italy
Lohmar,North Rhine-Westphalia,Germany
Pichanal,Salta,Argentina
Bela Cruz,Ceará,Brazil
Bannūr,Karnātaka,India
Alma,Quebec,Canada
Aglipay,Quirino,Philippines
Gamu,Isabela,Philippines
Cabrobó,Pernambuco,Brazil
Devarshola,Tamil Nādu,India
Tsuruno,Aomori,Japan
Colinas do Tocantins,Tocantins,Brazil
Rāghopur,Bihār,India
Manāwar,Madhya Pradesh,India
Uran,Mahārāshtra,India
Leh,Ladākh,India
SeaTac,Washington,United States
Beverley,East Riding of Yorkshire,United Kingdom
Vicência,Pernambuco,Brazil
Voorhees,New Jersey,United States
San Gregorio de Nigua,,Dominican Republic
Garner,North Carolina,United States
Tepetlaoxtoc,México,Mexico
Písek,Jihočeský Kraj,Czechia
Unterschleißheim,Bavaria,Germany
Sarayköy,Denizli,Turkey
Ennepetal,North Rhine-Westphalia,Germany
Río Blanco,Matagalpa,Nicaragua
Capela,Sergipe,Brazil
Myszków,Śląskie,Poland
Gurnee,Illinois,United States
Anilao,Iloilo,Philippines
West Warwick,Rhode Island,United States
Laranjeiras do Sul,Paraná,Brazil
Qahderījān,Eşfahān,Iran
Jonuta,Tabasco,Mexico
Minas Novas,Minas Gerais,Brazil
Opelika,Alabama,United States
Novoyavorovskoye,Lvivska Oblast,Ukraine
Alegre,Espírito Santo,Brazil
Rasrā,Uttar Pradesh,India
Keles,Toshkent,Uzbekistan
Estrêla,Rio Grande do Sul,Brazil
Hajdúböszörmény,Hajdú-Bihar,Hungary
Hopkinsville,Kentucky,United States
Jarinu,São Paulo,Brazil
Tekeli,,Kazakhstan
Guaíra,Paraná,Brazil
Colgong,Bihār,India
San Ramón,Matagalpa,Nicaragua
Southlake,Texas,United States
Duanzhuang,Shanxi,China
Synelnykove,Dnipropetrovska Oblast,Ukraine
Novo Cruzeiro,Minas Gerais,Brazil
Xinzhaidian,Hebei,China
Treviglio,Lombardy,Italy
Catolé do Rocha,Paraíba,Brazil
Amagá,Antioquia,Colombia
Orangeville,Ontario,Canada
Nanwucun,Hebei,China
Toribío,Cauca,Colombia
Emmen,Luzern,Switzerland
Olopa,Chiquimula,Guatemala
Princeton,New Jersey,United States
Bowling Green,Ohio,United States
Fort Erie,Ontario,Canada
Sāgwāra,Rājasthān,India
Madruga,Mayabeque,Cuba
Pápa,Veszprém,Hungary
Anse-à-Foleur,Nord-Ouest,Haiti
Juquitiba,São Paulo,Brazil
Ciudad Melchor de Mencos,Petén,Guatemala
Andernach,Rhineland-Palatinate,Germany
Rio Branco do Sul,Paraná,Brazil
Milford Mill,Maryland,United States
Fārsān,Chahār Maḩāl va Bakhtīārī,Iran
Tirwa,Uttar Pradesh,India
Gobernador Virasora,Corrientes,Argentina
Yanai,Yamaguchi,Japan
Yunoshima,Gifu,Japan
To‘raqo‘rg‘on,Namangan,Uzbekistan
Taunusstein,Hesse,Germany
Phú Mỹ,Bà Rịa-Vũng Tàu,Vietnam
North Andover,Massachusetts,United States
Bielawa,Dolnośląskie,Poland
Banamba,Koulikoro,Mali
Aungban,Shan State,Myanmar
Thung Song,Nakhon Si Thammarat,Thailand
Torrijos,Marinduque,Philippines
Osterholz-Scharmbeck,Lower Saxony,Germany
Villa Donato Guerra,México,Mexico
Canyon Lake,Texas,United States
Holbæk,Sjælland,Denmark
Kuttuparamba,Kerala,India
Décines-Charpieu,Auvergne-Rhône-Alpes,France
Suzak,Jalal-Abad,Kyrgyzstan
Victoria,Entre Ríos,Argentina
Anjad,Madhya Pradesh,India
Thuận Tiến,Vĩnh Long,Vietnam
San Andrés del Rabanedo,Castille-Leon,Spain
North Chicago,Illinois,United States
Wuyuan,Inner Mongolia,China
Mont-de-Marsan,Nouvelle-Aquitaine,France
Rapallo,Liguria,Italy
Chimākurti,Andhra Pradesh,India
Middle River,Maryland,United States
Founougo,Alibori,Benin
Sokuluk,Chüy,Kyrgyzstan
Drexel Heights,Arizona,United States
Motomiya,Fukushima,Japan
Uzynaghash,,Kazakhstan
Alcázar de San Juan,Castille-La Mancha,Spain
Sardrūd,Āz̄arbāyjān-e Sharqī,Iran
North Tonawanda,New York,United States
Puerto de la Cruz,Canary Islands,Spain
Pokhrām,Bihār,India
Rehli,Madhya Pradesh,India
Kirov,Kaluzhskaya Oblast’,Russia
Draveil,Île-de-France,France
Blagodarnyy,Stavropol’skiy Kray,Russia
Metu,Oromīya,Ethiopia
Gorna Oryahovitsa,Veliko Tarnovo,Bulgaria
Shāhpura,Rājasthān,India
Kailahun,Eastern,Sierra Leone
G’ijduvon Shahri,Buxoro,Uzbekistan
Rio Preto da Eva,Amazonas,Brazil
Asprópyrgos,Attikí,Greece
Nanyō,Yamagata,Japan
Hellín,Castille-La Mancha,Spain
Calafell,Catalonia,Spain
Ferry Pass,Florida,United States
Ob,Novosibirskaya Oblast’,Russia
Gaggenau,Baden-Württemberg,Germany
Ar Ruḩaybah,Rīf Dimashq,Syria
Askøy,Vestland,Norway
Quillabamba,Cusco,Peru
Bad Hersfeld,Hesse,Germany
Xinpo,Hainan,China
Jima Abajo,Cibao Sur,Dominican Republic
Lalla Mimouna,Rabat-Salé-Kénitra,Morocco
El Fanar,Mont-Liban,Lebanon
Mukumbura,Mashonaland Central,Zimbabwe
Newington,Connecticut,United States
Pantao-Ragat,Lanao del Norte,Philippines
Feteşti,Ialomiţa,Romania
Afonso Cláudio,Espírito Santo,Brazil
Ono,Fukui,Japan
Motema,Eastern,Sierra Leone
Walsrode,Lower Saxony,Germany
Tchindjendje,Huambo,Angola
Santa Maria,Ilocos Sur,Philippines
Beşiri,Batman,Turkey
Slavgorod,Altayskiy Kray,Russia
Maguing,Lanao del Sur,Philippines
Kórinthos,Pelopónnisos,Greece
Tskhinvali,Shida Kartli,Georgia
Itaporanga d’Ajuda,Sergipe,Brazil
Bandar-e Lengeh,Hormozgān,Iran
Ash Shinān,Ḩā’il,Saudi Arabia
Aarschot,Flanders,Belgium
Ypacaraí,Central,Paraguay
Kalpatta,Kerala,India
Ust’-Dzheguta,Karachayevo-Cherkesiya,Russia
Friedberg,Bavaria,Germany
Sali,Thiès,Senegal
Bālā Kōh,Balkh,Afghanistan
Horki,Mahilyowskaya Voblasts’,Belarus
Balungao,Pangasinan,Philippines
Hirakawachō,Aomori,Japan
Mahugaon,Madhya Pradesh,India
Togitsu,Nagasaki,Japan
Candijay,Bohol,Philippines
Iguape,São Paulo,Brazil
Dalin,Chiayi,Taiwan
Huanta,Ayacucho,Peru
Télimélé,Kindia,Guinea
Granger,Indiana,United States
Adilcevaz,Bitlis,Turkey
Morristown,Tennessee,United States
Weatherford,Texas,United States
Tsuru,Yamanashi,Japan
Pop,Namangan,Uzbekistan
Koratgi,Karnātaka,India
Dumalag,Capiz,Philippines
Carlos Barbosa,Rio Grande do Sul,Brazil
Kafr Nubl,Idlib,Syria
Myōkō,Niigata,Japan
Kālappatti,Tamil Nādu,India
Madhepur,Bihār,India
Abū Şuwayr,Ash Sharqīyah,Egypt
Villa Comaltitlán,Chiapas,Mexico
Pittsford,New York,United States
Rotterdam,New York,United States
Al Madad,Aḑ Ḑāli‘,Yemen
Candelaria,Zambales,Philippines
Graneros,Libertador General Bernardo O’Higgins,Chile
Bretten,Baden-Württemberg,Germany
Balete,Aklan,Philippines
Shetang,Gansu,China
Daheba,Guizhou,China
Iguig,Cagayan,Philippines
Northport,Alabama,United States
Galdácano,Basque Country,Spain
Chimichagua,Cesar,Colombia
Salay,Misamis Oriental,Philippines
Garaimāri,Bihār,India
Anse à Pitre,Sud-Est,Haiti
Souk et Tnine Jorf el Mellah,Rabat-Salé-Kénitra,Morocco
Kondopoga,Kareliya,Russia
Talwāra,Punjab,India
Jāmtāra,Jhārkhand,India
Lawrenceville,Georgia,United States
Mannārgudi,Tamil Nādu,India
Galesburg,Illinois,United States
Pānakkudi,Tamil Nādu,India
Xunjiansi,Yunnan,China
Māgadi,Karnātaka,India
Las Nieves,Agusan del Norte,Philippines
Wallkill,New York,United States
Kibiti,Coast,Tanzania
Gukeng,Yunlin,Taiwan
Cihuatlán,Jalisco,Mexico
Dauin,Negros Oriental,Philippines
Kuah,Kedah,Malaysia
Valdepeñas,Castille-La Mancha,Spain
Gūdalūr,Tamil Nādu,India
Kombissiri,Centre-Sud,Burkina Faso
Vinces,Los Ríos,Ecuador
Dayr Abū Sa‘īd,Irbid,Jordan
Jinka,YeDebub Bihēroch Bihēreseboch na Hizboch,Ethiopia
Navāpur,Mahārāshtra,India
Calintaan,Occidental Mindoro,Philippines
Temse,Flanders,Belgium
Friedberg,Hesse,Germany
Quezaltepeque,Chiquimula,Guatemala
Salāya,Gujarāt,India
Augustów,Podlaskie,Poland
Lewe,Nay Pyi Taw,Myanmar
Zionsville,Indiana,United States
Matsubushi,Saitama,Japan
Gorodets,Nizhegorodskaya Oblast’,Russia
Socorro,Santander,Colombia
Budaörs,Pest,Hungary
Highland Park,Illinois,United States
Trutnov,Královéhradecký Kraj,Czechia
Padada,Davao del Sur,Philippines
Sue,Fukuoka,Japan
Petite Rivière de Nippes,Nippes,Haiti
Pinhão,Paraná,Brazil
Bergen,Noord-Holland,Netherlands
Piagapo,Lanao del Sur,Philippines
Mozhaysk,Moskovskaya Oblast’,Russia
Shangpa,Yunnan,China
‘Aynkāwah,Arbīl,Iraq
Qarataū,,Kazakhstan
Candelária,Rio Grande do Sul,Brazil
Yoshida,Shizuoka,Japan
Marogong,Lanao del Sur,Philippines
Zaragoza,Chimaltenango,Guatemala
Rendsburg,Schleswig-Holstein,Germany
Neuburg,Bavaria,Germany
Tameslouht,Marrakech-Safi,Morocco
Kottūru,Karnātaka,India
Northfleet,Kent,United Kingdom
Hafnarfjörður,Hafnarfjörður,Iceland
Dahana,Khatlon,Tajikistan
Agde,Occitanie,France
LaSalle,Ontario,Canada
Austintown,Ohio,United States
Makato,Aklan,Philippines
Greenville,Mississippi,United States
Plympton,Plymouth,United Kingdom
Birūr,Karnātaka,India
Tizi Gheniff,Boumerdes,Algeria
Crevillente,Valencia,Spain
Ikoto,Eastern Equatoria,South Sudan
El Kseur,Bejaïa,Algeria
Salem,New Hampshire,United States
Les Palmes,Sud-Est,Haiti
Guotang,Guangdong,China
Taşova,Amasya,Turkey
Paraipaba,Ceará,Brazil
Bra,Piedmont,Italy
Planadas,Tolima,Colombia
Milford,Massachusetts,United States
Mathba,Barishal,Bangladesh
Liberty,Missouri,United States
Miramar,Buenos Aires,Argentina
Tabio,Cundinamarca,Colombia
Brodnica,Kujawsko-Pomorskie,Poland
Xiaba,Guizhou,China
Mucari,Malanje,Angola
Mīnūdasht,Golestān,Iran
Agno,Pangasinan,Philippines
Sottaiyampālaiyam,Tamil Nādu,India
Conguaco,Jutiapa,Guatemala
Du Yar,Mon State,Myanmar
L’Arbaa Naït Irathen,Tizi Ouzou,Algeria
Motala,Östergötland,Sweden
Krishnarājpet,Karnātaka,India
Sainte-Julie,Quebec,Canada
Shibancun,Guangdong,China
Barbosa,Santander,Colombia
Placer,Surigao del Norte,Philippines
Hakmana,Southern,Sri Lanka
Landhaura,Uttarākhand,India
Bontoc,Southern Leyte,Philippines
Shubrākhīt,Al Buḩayrah,Egypt
Ragan Sur,Isabela,Philippines
Yong’ancun,Guangdong,China
Nattam,Tamil Nādu,India
Pervomaiskyi,Kharkivska Oblast,Ukraine
Bugarama,Western Province,Rwanda
San Roque,Northern Samar,Philippines
Condega,Estelí,Nicaragua
Mundi,Madhya Pradesh,India
Selargius,Sardegna,Italy
São Luís de Montes Belos,Goiás,Brazil
Soledade,Rio Grande do Sul,Brazil
Heesch,Noord-Brabant,Netherlands
Sheohar,Bihār,India
Uychi,Namangan,Uzbekistan
Ambalavao,Fianarantsoa,Madagascar
Nelson,Lancashire,United Kingdom
Tacuba,Ahuachapán,El Salvador
Meschede,North Rhine-Westphalia,Germany
Waltrop,North Rhine-Westphalia,Germany
Irará,Bahia,Brazil
Villa Regina,Río Negro,Argentina
Culemborg,Gelderland,Netherlands
Saint-Étienne-du-Rouvray,Normandie,France
Hengchun,Pingtung,Taiwan
Gongyefu,Inner Mongolia,China
Chikuzen,Fukuoka,Japan
Malème Hodar,Kaffrine,Senegal
Werne an der Lippe,North Rhine-Westphalia,Germany
Saalfeld,Thuringia,Germany
Campo Alegre de Lourdes,Bahia,Brazil
Canosa di Puglia,Puglia,Italy
Jalawlā’,Diyālá,Iraq
Nan’ao,Hebei,China
Ambinanitelo,Toamasina,Madagascar
Ibrāhīmpatnam,Andhra Pradesh,India
Degeh Bur,Sumalē,Ethiopia
Devarkonda,Andhra Pradesh,India
Sāho,Bihār,India
Andranomanelatra,Antananarivo,Madagascar
Casma,Ancash,Peru
Ārda,Himāchal Pradesh,India
Sanford,North Carolina,United States
Santa Rita,Copán,Honduras
Buenavista,Bohol,Philippines
Merzig,Saarland,Germany
Bourgoin-Jallieu,Auvergne-Rhône-Alpes,France
Monterey,California,United States
Pitanga,Paraná,Brazil
Uar Esgudud,Gedo,Somalia
Baxdo,Galguduud,Somalia
Sabanilla,Chiapas,Mexico
Carpentras,Provence-Alpes-Côte d’Azur,France
Bourèm Guindou,Gao,Mali
Tsitondroina,Fianarantsoa,Madagascar
Asipovichy,Mahilyowskaya Voblasts’,Belarus
Evaz,Fārs,Iran
Vernon,Connecticut,United States
East Lake-Orient Park,Florida,United States
Pitou,Changhua,Taiwan
Kelkheim (Taunus),Hesse,Germany
San Lucas Sacatepéquez,Sacatepéquez,Guatemala
Leduc,Alberta,Canada
Balabagan,Lanao del Sur,Philippines
Dala,Lunda-Sul,Angola
Sint-Michielsgestel,Noord-Brabant,Netherlands
Southgate,Michigan,United States
Murlīganj,Bihār,India
Hengshuicun,Guangdong,China
Arlon,Wallonia,Belgium
Eastern Goleta Valley,California,United States
Pattikonda,Andhra Pradesh,India
Santana do Acaraú,Ceará,Brazil
Izegem,Flanders,Belgium
Esmeralda,Camagüey,Cuba
Tönisvorst,North Rhine-Westphalia,Germany
Carinhanha,Bahia,Brazil
Vyshhorod,Kyivska Oblast,Ukraine
Giannitsá,Kentrikí Makedonía,Greece
Allūru,Andhra Pradesh,India
Pignon,Nord,Haiti
Paripiranga,Bahia,Brazil
Oosterend,Fryslân,Netherlands
Puente-Genil,Andalusia,Spain
Fresno,Tolima,Colombia
Schwelm,North Rhine-Westphalia,Germany
San Jacinto,Masbate,Philippines
Santiago de Baney,Bioko Norte,Equatorial Guinea
Zamboanguita,Negros Oriental,Philippines
Benito Soliven,Isabela,Philippines
Dzyarzhynsk,Minskaya Voblasts’,Belarus
General Alvear,Mendoza,Argentina
Casa Branca,São Paulo,Brazil
San Rafael,Veracruz,Mexico
Ancón,Panamá,Panama
Meißen,Saxony,Germany
Mandalī,Diyālá,Iraq
Inagawa,Hyōgo,Japan
Zhangguzhuang,Hebei,China
Chamblee,Georgia,United States
Raytown,Missouri,United States
Villa Dolores,Córdoba,Argentina
Leonding,Oberösterreich,Austria
Pārdi,Gujarāt,India
Xalatlaco,México,Mexico
Aral,,Kazakhstan
Tequisquiapan,Querétaro,Mexico
Villa Gesell,Buenos Aires,Argentina
Mocajuba,Pará,Brazil
Nepānagar,Madhya Pradesh,India
Carney,Maryland,United States
San Luis,Aurora,Philippines
Algonquin,Illinois,United States
Changzhi,Pingtung,Taiwan
Kınık,İzmir,Turkey
Savanette,Ouest,Haiti
Vaihingen an der Enz,Baden-Württemberg,Germany
N’Gaous,Batna,Algeria
Capim,Pará,Brazil
Lākheri,Rājasthān,India
Heywood,Rochdale,United Kingdom
Comiso,Sicilia,Italy
Olocuilta,La Paz,El Salvador
Kabalo,Tanganyika,Congo (Kinshasa)
Hosdurga,Karnātaka,India
Landsberg,Bavaria,Germany
Purificación,Tolima,Colombia
Dedovsk,Moskovskaya Oblast’,Russia
Rota,Andalusia,Spain
Mbanga,Littoral,Cameroon
Nauhata,Bihār,India
Rietberg,North Rhine-Westphalia,Germany
Mahón,Balearic Islands,Spain
Antsampandrano,Antananarivo,Madagascar
Pasuquin,Ilocos Norte,Philippines
Nanga Eboko,Centre,Cameroon
